league,year,h_a,xG,xGA,deep,deep_allowed,ppda_coef,oppda_coef
Bundesliga,2015,a,1.95463,0.378362,7,4,4.392857142857143,12.133333333333333
La_liga,2018,a,1.31256,1.7451,1,9,12.037037037037036,6.333333333333333
Serie_A,2017,a,0.258033,1.18751,2,12,25.5,16.1875
Serie_A,2017,h,0.614603,1.28796,9,9,7.88,6.033333333333333
EPL,2017,h,1.8273,0.895774,5,4,10.482758620689657,15.916666666666666
Bundesliga,2019,h,1.99947,0.997822,5,3,12.35,8.344827586206897
La_liga,2019,h,3.07099,0.60028,10,2,6.705882352941177,6.352941176470588
Ligue_1,2015,h,1.11522,2.46206,1,17,19.642857142857142,4.0
La_liga,2016,a,1.79036,0.936087,4,5,5.774193548387097,12.5
Bundesliga,2017,h,1.17811,0.53695,1,2,12.545454545454543,5.896551724137931
Bundesliga,2019,h,0.811018,2.85074,7,7,5.481481481481482,16.807692307692307
Ligue_1,2014,a,1.08129,0.698853,4,4,8.909090909090908,6.8125
EPL,2014,a,2.722,2.82935,7,6,11.448275862068966,5.8
La_liga,2014,h,2.64447,0.375388,3,6,4.423076923076923,8.166666666666666
Bundesliga,2019,h,1.26471,2.24859,5,8,20.857142857142858,17.1875
Ligue_1,2015,h,1.5107,1.47085,4,4,10.76923076923077,7.15625
Bundesliga,2017,a,1.54296,0.231368,5,3,10.566666666666666,10.823529411764708
EPL,2015,h,0.708846,2.26887,5,8,7.135135135135135,4.173913043478261
Bundesliga,2014,h,0.947473,0.389245,3,1,7.181818181818182,11.71875
Bundesliga,2016,a,0.283914,0.34872,1,3,9.65625,15.366666666666667
Serie_A,2014,a,1.0172,1.38898,6,8,18.357142857142858,7.590909090909091
Bundesliga,2017,h,0.9238,0.688597,13,3,11.142857142857142,14.166666666666666
EPL,2015,h,2.07488,1.21638,13,3,10.857142857142858,8.1
La_liga,2019,a,2.0596,0.669993,10,1,6.2,11.5
Bundesliga,2014,h,2.40939,0.433199,7,3,14.105263157894736,14.5
Serie_A,2017,h,1.01627,1.41724,7,12,5.689655172413793,7.4
Bundesliga,2014,h,0.541438,0.482622,2,3,9.296296296296296,14.789473684210526
La_liga,2015,h,0.871084,1.22344,8,5,5.592592592592593,9.047619047619047
La_liga,2018,a,1.36952,1.16274,5,5,7.481481481481482,9.090909090909092
Ligue_1,2015,a,0.531661,0.696353,2,4,14.045454545454543,7.36
La_liga,2019,a,0.590538,1.96371,6,6,7.222222222222222,7.518518518518518
Serie_A,2017,h,1.16035,1.00238,5,3,8.2,7.0625
Serie_A,2016,a,1.26255,2.58116,10,6,13.578947368421051,6.076923076923077
Bundesliga,2014,h,1.03792,0.58064,5,1,6.931034482758621,12.0
Ligue_1,2017,a,1.6647,1.77632,13,9,13.761904761904765,9.933333333333334
La_liga,2015,h,3.85858,0.418437,7,3,10.5,6.611111111111111
La_liga,2019,a,0.487887,0.563219,3,2,3.392857142857143,12.766666666666667
Serie_A,2014,h,3.50318,0.468908,10,5,15.571428571428571,4.333333333333333
La_liga,2019,a,1.41727,0.922514,3,4,12.571428571428571,7.2105263157894735
La_liga,2019,a,0.817026,1.10197,4,8,8.59375,10.77777777777778
La_liga,2017,a,1.71192,0.421084,3,4,13.818181818181818,8.72
Serie_A,2019,a,0.335973,1.90677,1,8,7.78125,6.333333333333333
La_liga,2018,a,1.01306,1.88431,5,9,18.166666666666668,11.9375
EPL,2017,a,0.57794,0.331259,3,6,9.571428571428571,10.105263157894736
EPL,2015,a,0.538439,1.01573,5,10,10.173913043478262,5.176470588235294
Ligue_1,2017,a,1.19099,0.626049,8,2,18.36842105263158,9.863636363636363
Serie_A,2015,a,1.46994,2.41849,3,1,17.136363636363637,6.675
Ligue_1,2018,a,1.48787,2.46441,2,2,13.85,11.31578947368421
Serie_A,2019,h,0.794979,1.2322,8,7,10.03225806451613,7.96969696969697
Bundesliga,2015,a,0.284787,1.3554,0,9,9.5625,2.2580645161290325
EPL,2017,a,0.123075,1.88355,2,4,19.214285714285715,20.823529411764707
Bundesliga,2019,a,1.34897,0.245794,6,1,15.11111111111111,13.157894736842104
Ligue_1,2014,h,1.57174,1.51419,3,0,14.428571428571429,20.285714285714285
Ligue_1,2017,a,2.51648,1.0998,11,6,10.916666666666666,25.714285714285715
La_liga,2014,h,1.8275,4.6084,2,21,10.488888888888887,8.142857142857142
Bundesliga,2017,h,1.2344,2.47525,6,10,37.5,12.909090909090908
Bundesliga,2015,h,0.204756,1.71752,4,12,50.11111111111112,4.388888888888889
Ligue_1,2018,a,0.387812,1.37605,12,6,10.387096774193548,20.071428571428573
Ligue_1,2015,a,1.00924,1.89872,2,8,19.185185185185187,7.107142857142857
EPL,2018,a,0.722229,0.625978,6,5,7.636363636363637,16.842105263157894
Bundesliga,2014,a,0.769829,2.21905,9,4,7.428571428571429,8.310344827586206
Ligue_1,2014,a,0.302581,0.689205,3,3,11.23076923076923,9.294117647058824
Ligue_1,2018,a,1.82915,1.65404,4,5,18.76923076923077,13.894736842105264
EPL,2017,h,2.31898,1.90622,9,3,6.5625,12.166666666666666
La_liga,2019,a,0.435816,1.88065,1,9,7.555555555555555,5.973684210526316
La_liga,2014,a,1.18169,1.00055,4,6,5.166666666666667,5.966666666666667
Ligue_1,2015,h,1.38713,0.48313,5,2,8.523809523809524,10.652173913043478
Serie_A,2018,a,0.681489,1.0206,7,1,8.0,15.55
Bundesliga,2018,h,1.59767,1.30221,4,7,12.23076923076923,5.75
Ligue_1,2017,h,0.436583,2.75039,7,10,14.066666666666666,12.571428571428571
EPL,2015,h,0.23184,0.562461,1,4,9.421052631578949,5.5
Bundesliga,2015,a,0.210485,2.00091,3,7,10.166666666666666,4.425
Ligue_1,2018,h,1.37192,0.359499,4,7,16.3,11.75
EPL,2018,a,0.554763,2.46904,2,9,30.46153846153846,8.818181818181818
La_liga,2016,a,2.03273,1.0815,5,8,12.444444444444445,8.131578947368421
Ligue_1,2019,a,2.09565,0.782831,1,5,13.964285714285714,12.444444444444445
EPL,2015,h,3.02023,1.23573,23,4,5.884615384615385,10.93103448275862
Bundesliga,2017,h,0.857394,3.01942,5,7,15.625,9.25
La_liga,2018,h,1.49188,1.10842,8,1,4.346153846153846,14.052631578947368
Serie_A,2015,a,0.907407,1.13065,2,6,6.514285714285714,6.7631578947368425
Serie_A,2019,h,2.07846,0.214697,9,5,7.472222222222222,14.458333333333334
Serie_A,2017,a,2.45224,1.34009,10,10,14.0,12.454545454545457
Serie_A,2017,a,1.39071,0.300982,2,5,11.428571428571429,5.542857142857143
Serie_A,2014,a,0.324071,1.39349,1,6,17.035714285714285,7.142857142857143
Ligue_1,2015,a,2.05075,0.66288,8,6,7.947368421052632,12.794117647058824
Bundesliga,2016,a,0.593622,1.50493,6,11,7.3428571428571425,2.962962962962963
La_liga,2018,h,2.80288,1.34672,11,11,6.025,5.269230769230769
La_liga,2016,h,0.887639,1.57519,3,3,10.333333333333334,7.829268292682927
EPL,2018,a,0.97089,2.02764,5,16,20.21052631578948,12.63157894736842
Ligue_1,2017,h,0.990379,0.79584,6,3,8.666666666666666,4.625
Ligue_1,2017,a,0.302355,1.18185,5,6,7.173913043478261,13.62962962962963
Ligue_1,2014,h,1.08553,0.3693,9,0,9.636363636363637,13.04
EPL,2014,a,1.69725,3.16214,6,9,10.333333333333334,7.918918918918919
Bundesliga,2014,a,0.695122,0.408032,5,3,11.136363636363637,19.63157894736842
Bundesliga,2015,a,1.72651,2.98084,9,7,11.153846153846152,3.5185185185185186
La_liga,2014,h,1.43356,0.341584,7,2,5.380952380952381,7.791666666666667
Ligue_1,2018,h,1.93732,0.413102,11,1,7.612903225806452,13.434782608695652
Serie_A,2019,h,0.31406,1.75165,3,20,14.944444444444445,5.428571428571429
Bundesliga,2015,h,0.747148,0.601794,4,7,5.933333333333334,10.851851851851851
Bundesliga,2014,a,2.02462,2.91201,4,11,6.875,4.67741935483871
Serie_A,2019,h,1.0939,1.49437,3,6,8.428571428571429,7.84
Bundesliga,2014,a,1.45883,0.861769,4,6,5.892857142857143,3.864864864864865
Bundesliga,2017,h,2.67409,1.85524,21,1,3.034482758620689,11.173913043478262
Ligue_1,2015,a,1.36492,1.71708,1,5,13.413793103448276,6.115384615384615
Bundesliga,2019,h,2.62205,1.20132,2,3,13.066666666666666,13.32
EPL,2014,h,1.47309,0.952958,7,9,12.851851851851851,6.473684210526316
Bundesliga,2014,a,0.909372,2.2412,2,6,13.833333333333334,9.548387096774194
Serie_A,2017,h,0.94123,0.82567,11,2,7.24,16.894736842105264
EPL,2018,h,0.526329,0.740048,3,11,17.565217391304348,8.342857142857143
Serie_A,2015,h,1.12089,0.271001,5,2,11.058823529411764,14.23076923076923
Bundesliga,2017,h,1.55781,0.935771,7,2,8.157894736842104,8.916666666666666
Ligue_1,2019,a,1.41539,0.784118,5,5,7.552631578947368,10.285714285714286
EPL,2017,a,2.24579,1.11749,1,3,8.333333333333334,7.846153846153846
Serie_A,2018,a,0.459969,0.897173,5,2,11.217391304347826,12.578947368421051
Serie_A,2015,a,0.285025,1.16209,3,5,14.0,3.097560975609756
Serie_A,2017,h,1.64696,1.02149,5,6,11.333333333333334,7.925925925925926
Bundesliga,2014,a,1.15033,1.32987,5,9,10.387096774193548,3.647058823529412
Bundesliga,2018,a,1.13637,3.61765,4,7,17.047619047619047,19.33333333333333
Ligue_1,2018,h,1.06301,0.154099,1,2,12.96,6.535714285714286
La_liga,2016,h,1.36093,2.05592,2,6,7.9,5.409090909090909
Serie_A,2015,a,0.769122,1.46082,5,3,7.5,7.162162162162162
Bundesliga,2014,a,1.93428,1.92692,8,10,6.869565217391305,3.4871794871794872
Ligue_1,2017,a,0.827606,1.43351,5,8,17.88235294117647,12.05
La_liga,2016,a,0.841795,3.01483,2,9,23.666666666666668,6.482758620689655
Serie_A,2017,h,1.20764,1.13076,8,6,4.875,12.296296296296296
Serie_A,2014,a,1.98709,1.29821,11,7,12.071428571428571,11.344827586206897
Ligue_1,2016,a,0.226219,0.746708,1,3,18.944444444444443,6.857142857142857
Serie_A,2015,h,0.704583,0.679724,3,5,6.8,11.36
La_liga,2019,h,1.58912,1.94325,11,6,14.833333333333334,5.777777777777778
Ligue_1,2015,h,0.65245,0.265865,3,2,14.37037037037037,7.0
EPL,2017,h,0.389621,1.48865,7,7,15.818181818181818,12.6875
Ligue_1,2018,a,0.658018,0.444499,3,4,10.77777777777778,8.535714285714286
La_liga,2015,h,1.08259,0.773957,3,3,7.527777777777778,22.7
La_liga,2014,a,0.6619,1.48367,1,15,14.375,4.354838709677419
Bundesliga,2018,a,0.840127,1.91197,4,7,11.96,11.28
Ligue_1,2018,h,1.06469,1.63278,4,9,12.05,5.4375
Ligue_1,2015,h,2.07953,0.571402,7,2,12.586206896551724,15.366666666666667
La_liga,2014,h,1.30052,1.02925,7,6,8.2,11.652173913043478
Ligue_1,2017,h,1.40419,0.997136,9,4,9.142857142857142,13.869565217391305
Serie_A,2019,a,0.684256,1.33287,3,9,13.571428571428571,7.217391304347826
Serie_A,2017,a,1.40551,0.230789,13,3,7.272727272727272,20.6875
Serie_A,2019,a,1.39908,1.48183,13,5,12.185185185185183,7.6521739130434785
La_liga,2017,h,1.71766,1.85567,20,1,6.142857142857143,12.26086956521739
La_liga,2016,a,0.713817,1.81695,5,2,7.676470588235294,12.333333333333334
Ligue_1,2014,a,0.861711,0.81154,2,3,15.166666666666666,23.0
EPL,2014,h,1.8287,0.799261,9,2,6.7105263157894735,18.125
Bundesliga,2014,a,1.65943,1.19297,2,9,9.071428571428571,4.241379310344827
Serie_A,2014,a,0.66349,1.47437,2,6,11.5,6.419354838709677
Serie_A,2017,a,3.74372,0.744028,10,2,7.153846153846154,9.1
Serie_A,2015,h,0.983654,0.588857,3,6,8.848484848484848,5.714285714285714
La_liga,2014,a,1.07447,3.93785,0,8,23.94117647058824,10.26086956521739
EPL,2017,h,1.48339,0.628292,8,3,8.782608695652174,12.15
La_liga,2014,a,0.629175,0.431861,3,0,6.655172413793103,6.416666666666667
Serie_A,2014,h,1.82211,0.584865,3,6,9.185185185185183,5.121212121212121
EPL,2014,a,0.699295,0.507525,7,4,8.571428571428571,15.523809523809524
Ligue_1,2019,a,1.09866,1.16011,2,4,9.2,10.22222222222222
Serie_A,2019,h,2.39622,0.960359,3,7,8.766666666666667,8.166666666666666
Ligue_1,2018,a,0.681757,1.92834,1,6,13.0,12.944444444444445
EPL,2015,h,2.07325,1.09413,5,4,9.875,10.208333333333334
Serie_A,2019,h,2.21519,1.40733,7,4,13.789473684210526,12.083333333333334
Serie_A,2018,a,1.85595,1.82444,18,9,5.739130434782608,17.294117647058822
La_liga,2014,a,1.5619,2.10446,1,4,11.96875,4.27027027027027
Bundesliga,2016,h,1.18729,1.16684,9,8,11.607142857142858,7.857142857142857
Serie_A,2015,a,1.03029,2.23861,2,1,16.473684210526315,5.514285714285714
Ligue_1,2014,h,0.484653,2.34357,4,6,10.72,8.884615384615385
La_liga,2018,h,1.67697,0.716334,4,4,11.85,7.545454545454546
Ligue_1,2016,h,0.500579,3.36313,1,11,11.26086956521739,14.052631578947368
Bundesliga,2019,h,3.05122,1.13484,2,3,8.481481481481481,32.0
Bundesliga,2014,a,0.401914,0.527607,3,5,17.541666666666668,7.68
Ligue_1,2017,h,1.08261,0.866851,3,4,18.36842105263158,5.296296296296297
Serie_A,2016,h,1.43265,0.350794,12,1,5.5,10.952380952380953
La_liga,2019,a,0.108866,1.42,1,8,5.538461538461538,7.277777777777778
EPL,2016,h,2.29543,0.587572,12,6,11.375,14.263157894736842
La_liga,2014,a,0.377042,1.4608,0,1,12.045454545454543,5.161290322580645
EPL,2017,a,2.16699,1.58895,7,7,23.2,11.333333333333334
Serie_A,2014,a,1.11014,1.53135,2,10,27.692307692307693,13.0
EPL,2017,h,1.24557,0.874927,8,0,9.95,18.928571428571427
Serie_A,2017,a,1.23896,1.27858,7,6,6.208333333333333,8.0
Ligue_1,2015,a,0.357798,1.39127,1,9,9.653846153846152,9.954545454545457
Serie_A,2014,a,2.59816,0.933796,6,11,9.181818181818182,21.285714285714285
La_liga,2014,h,2.35698,0.646477,6,2,10.714285714285714,8.791666666666666
La_liga,2014,h,0.925939,1.58381,3,4,3.333333333333333,9.666666666666666
Bundesliga,2019,a,0.502409,0.968068,3,7,14.72222222222222,7.594594594594595
EPL,2014,h,0.649013,1.36224,0,7,44.25,7.727272727272727
EPL,2016,h,1.04894,0.720341,11,1,6.1,4.166666666666667
Serie_A,2019,h,1.29061,0.236748,6,6,19.933333333333334,5.743589743589744
EPL,2017,h,1.29277,1.63491,4,5,8.909090909090908,16.375
Bundesliga,2016,a,2.88584,0.716262,6,4,4.027777777777778,11.03225806451613
Serie_A,2017,a,0.504024,1.4414,5,6,14.61111111111111,12.166666666666666
Serie_A,2019,h,2.17858,0.84977,8,6,9.541666666666666,6.0
Serie_A,2019,h,2.53511,0.9591,5,7,13.77777777777778,12.88888888888889
Ligue_1,2018,h,1.71842,0.557678,10,5,7.9411764705882355,38.333333333333336
Serie_A,2014,a,1.55229,2.17254,7,9,11.5,12.166666666666666
La_liga,2014,h,2.26761,1.66924,7,2,4.08,7.571428571428571
Serie_A,2017,h,1.01025,1.11384,5,2,14.954545454545457,10.173913043478262
Ligue_1,2017,h,2.14411,1.31021,5,7,18.05,5.791666666666667
Bundesliga,2017,h,0.864125,0.804724,4,4,6.444444444444445,6.038461538461538
La_liga,2018,h,0.976216,1.48336,6,6,8.903225806451612,11.45
Serie_A,2017,a,1.89107,0.79774,6,7,9.63157894736842,7.375
Serie_A,2014,a,1.48755,1.18398,5,11,10.772727272727272,3.875
La_liga,2019,a,0.62652,2.14059,4,4,7.675675675675675,3.857142857142857
Ligue_1,2014,h,4.74794,0.623449,13,2,6.172413793103448,33.5
EPL,2018,h,0.898469,1.53632,4,13,20.38095238095238,10.130434782608695
EPL,2016,a,0.602249,1.71549,7,2,9.8,17.6875
Bundesliga,2016,h,1.13564,0.666936,5,4,3.4545454545454546,8.27027027027027
Ligue_1,2018,a,2.47631,1.8569,2,2,9.567567567567568,7.774193548387097
Ligue_1,2018,a,0.824068,1.87946,5,2,21.8,11.515151515151516
EPL,2017,a,2.61549,2.17647,10,2,14.714285714285714,11.26086956521739
Bundesliga,2015,a,0.373166,3.41346,3,11,11.35,13.75
Ligue_1,2017,h,0.780945,1.3189,3,5,5.954545454545454,9.90625
La_liga,2018,a,1.20942,0.651235,7,3,6.941176470588236,18.59090909090909
Serie_A,2016,a,0.648686,2.47685,5,5,6.36,8.409090909090908
La_liga,2018,h,1.78831,0.331788,7,2,7.368421052631579,15.117647058823527
Bundesliga,2019,a,3.22208,0.745741,7,2,10.31578947368421,15.238095238095235
Serie_A,2017,h,2.64031,0.281901,7,3,10.413793103448276,11.68421052631579
Ligue_1,2014,a,1.47305,1.0617,6,1,5.655172413793103,11.095238095238097
Ligue_1,2015,a,0.523789,1.25259,5,3,7.3,12.63157894736842
Serie_A,2015,a,0.70429,0.735631,3,6,11.272727272727272,5.32258064516129
Serie_A,2014,h,1.47235,0.635164,3,9,6.75,4.551724137931035
La_liga,2016,h,0.516325,1.13134,2,7,5.346153846153846,8.64
Bundesliga,2018,a,0.794633,1.18063,3,9,32.888888888888886,10.92
La_liga,2015,a,0.572246,0.822146,1,6,14.266666666666667,7.375
Bundesliga,2019,a,0.608676,3.90951,1,8,18.27272727272728,10.0
Ligue_1,2018,a,2.23643,3.05035,10,4,5.481481481481482,8.457142857142857
EPL,2017,a,2.15281,1.56465,10,5,13.61111111111111,8.178571428571429
Ligue_1,2015,a,0.987739,1.09623,4,11,9.851851851851851,11.7
Bundesliga,2019,a,1.20132,2.62205,3,2,13.32,13.066666666666666
Ligue_1,2014,a,0.349895,0.816887,3,7,9.75,6.727272727272728
La_liga,2018,a,1.03632,1.33807,2,4,10.25,9.575
La_liga,2018,a,0.641476,3.13671,4,11,11.64516129032258,9.346153846153848
Ligue_1,2016,h,1.73586,1.8348,0,4,33.5,6.25
EPL,2019,h,0.781465,0.983594,2,4,7.222222222222222,10.636363636363637
Serie_A,2019,h,1.1429,1.57939,11,2,14.65,6.571428571428571
Bundesliga,2017,h,1.25461,1.28316,5,1,6.423076923076923,10.387096774193548
La_liga,2018,a,0.235641,1.8546,4,9,10.3125,8.157894736842104
Ligue_1,2019,h,1.34345,2.87671,9,5,6.423076923076923,9.419354838709678
EPL,2015,h,2.0858,0.430664,12,1,9.451612903225806,13.363636363636363
Bundesliga,2017,a,1.58359,2.18945,7,9,9.0,9.333333333333334
Ligue_1,2018,a,0.510439,0.682463,3,11,22.1875,4.161290322580645
La_liga,2018,h,1.72125,0.853337,8,4,15.764705882352942,11.08
Serie_A,2016,h,0.326558,1.44104,4,15,10.5,5.166666666666667
La_liga,2015,h,0.917497,1.43617,2,7,15.64,9.958333333333334
EPL,2019,h,0.365347,1.3364,6,5,9.0,9.238095238095235
Ligue_1,2016,h,1.58825,1.633,4,3,8.558823529411764,11.944444444444445
Serie_A,2014,a,0.529139,2.31775,2,10,10.15625,6.703703703703703
Serie_A,2019,h,2.07644,1.78629,4,12,11.2,10.84
EPL,2019,a,0.610997,3.25314,6,8,16.0,8.76
Serie_A,2014,a,0.552252,1.60095,3,6,6.928571428571429,4.708333333333333
La_liga,2019,h,0.788281,1.80841,5,7,7.219512195121951,5.791666666666667
Serie_A,2018,h,0.989022,3.88951,2,14,18.764705882352946,6.083333333333333
EPL,2018,a,0.229309,0.930793,1,9,9.344827586206897,7.35
Ligue_1,2014,h,1.17213,1.77445,5,5,14.791666666666666,10.3
Ligue_1,2019,a,1.13014,0.732116,4,7,14.047619047619047,10.318181818181818
EPL,2015,a,1.57842,2.30799,17,3,10.9,5.289473684210527
Bundesliga,2017,h,0.490076,1.56801,1,9,33.18181818181818,2.7142857142857144
Bundesliga,2014,a,1.26863,1.06643,6,9,8.75,5.041666666666667
Bundesliga,2016,a,0.913725,3.33619,5,11,14.444444444444445,3.7222222222222223
Ligue_1,2014,h,0.664788,1.05147,7,4,7.481481481481482,11.421052631578949
La_liga,2015,a,2.14473,0.980467,12,4,7.043478260869565,15.56
La_liga,2018,h,1.89174,2.58092,9,10,6.5,19.214285714285715
Ligue_1,2016,a,2.1894,1.56833,3,7,21.55555555555556,12.227272727272728
La_liga,2017,a,0.743449,0.732797,3,8,9.944444444444445,5.478260869565218
EPL,2016,h,0.808522,0.82885,9,7,8.419354838709678,6.227272727272728
Bundesliga,2015,h,0.433505,1.17413,8,2,14.210526315789474,6.911764705882353
EPL,2015,a,1.42599,0.95281,9,9,17.944444444444443,9.875
Ligue_1,2014,a,0.664786,3.64275,3,7,15.421052631578949,5.214285714285714
EPL,2018,h,2.57376,0.564317,12,2,8.592592592592593,25.5625
Bundesliga,2017,a,2.00266,1.85046,17,8,9.791666666666666,10.304347826086955
Bundesliga,2015,h,1.0568,1.55006,7,6,3.619047619047619,12.434782608695652
La_liga,2016,h,0.437028,1.78204,9,7,6.852941176470588,10.333333333333334
La_liga,2016,a,3.98737,0.908061,13,7,17.38888888888889,11.586206896551724
Bundesliga,2014,a,2.16818,2.25024,7,7,8.96551724137931,9.173913043478262
Ligue_1,2018,a,0.225282,1.67735,1,6,27.33333333333333,9.04
Serie_A,2016,a,1.24154,0.746577,3,8,8.75,13.4
EPL,2014,a,0.383092,2.28203,2,7,9.870967741935484,5.0
La_liga,2016,h,2.80255,0.963052,4,4,10.304347826086955,8.346153846153847
EPL,2014,a,0.842056,1.09678,9,4,12.61904761904762,9.833333333333334
La_liga,2018,a,2.25389,1.86082,8,8,14.0,6.291666666666667
Bundesliga,2018,h,2.87626,1.64469,16,9,8.304347826086957,10.142857142857142
Serie_A,2018,h,0.451801,3.2423,3,11,10.296296296296296,19.0
La_liga,2019,h,1.2593,1.28008,1,7,12.666666666666666,8.75
Ligue_1,2016,a,1.95309,0.91954,6,1,10.379310344827584,6.225806451612903
Ligue_1,2018,a,0.326745,3.65268,6,12,22.73684210526316,5.5
Bundesliga,2018,h,1.30285,2.49289,13,7,15.545454545454543,29.692307692307693
La_liga,2015,a,1.22344,0.871084,5,8,9.047619047619047,5.592592592592593
Ligue_1,2019,a,1.53329,0.904274,7,2,12.842105263157896,9.04
Ligue_1,2018,a,0.701317,1.75432,2,2,10.935483870967742,10.842105263157896
Bundesliga,2018,a,2.20232,0.510867,11,0,6.047619047619048,24.27777777777778
EPL,2014,h,2.25807,0.809194,9,4,7.419354838709677,15.77777777777778
Ligue_1,2014,a,0.365111,0.539429,4,3,10.73076923076923,23.22222222222222
Serie_A,2016,h,2.75094,1.20881,4,13,8.405405405405405,6.206896551724138
Bundesliga,2014,h,4.81308,0.0386148,14,1,5.15625,20.875
EPL,2018,a,0.755304,2.09412,19,5,6.3125,9.617647058823527
Serie_A,2015,h,1.97864,0.358357,3,5,12.416666666666666,8.606060606060606
Ligue_1,2016,h,0.804806,2.86852,5,7,7.956521739130435,8.535714285714286
Bundesliga,2017,h,2.16729,1.04843,8,8,9.035714285714286,4.103448275862069
Serie_A,2017,a,0.221787,2.77644,1,11,17.736842105263158,10.125
Serie_A,2016,h,1.86641,2.23611,2,8,15.96,25.15384615384616
EPL,2018,h,1.62301,3.61876,2,2,9.6,8.238095238095237
Bundesliga,2016,a,3.27707,1.44908,13,4,6.805555555555555,5.71875
EPL,2017,a,1.03943,1.34903,12,2,10.933333333333334,11.833333333333334
La_liga,2018,h,2.32083,1.09294,8,6,14.045454545454543,7.6
Bundesliga,2016,a,0.980139,3.65862,1,15,16.0,5.310344827586207
Serie_A,2019,a,0.759433,0.838641,7,6,4.75,11.608695652173912
Serie_A,2015,h,0.614992,0.780842,8,3,9.782608695652174,16.458333333333332
Bundesliga,2017,a,1.76688,2.95093,6,6,11.608695652173912,6.416666666666667
Ligue_1,2019,a,1.97133,2.4154,3,3,7.95,7.433333333333334
Ligue_1,2016,h,1.00063,0.952638,6,0,13.7,16.0
La_liga,2015,a,1.56537,0.882445,8,14,15.884615384615383,5.138888888888889
EPL,2016,h,0.986511,1.48347,8,4,6.842105263157895,10.666666666666666
Serie_A,2018,h,2.06596,1.42452,8,3,13.823529411764708,13.0
La_liga,2014,a,0.248127,2.72518,6,9,15.45,12.636363636363637
Bundesliga,2018,h,0.972295,3.34878,1,12,33.357142857142854,8.807692307692308
La_liga,2016,a,1.43204,1.30693,5,5,11.04,10.88888888888889
EPL,2019,h,2.00632,1.17509,5,3,45.90909090909091,4.733333333333333
La_liga,2015,h,0.651269,1.90958,5,11,21.0,9.666666666666666
Ligue_1,2015,a,0.492774,1.01882,1,9,13.1,6.1923076923076925
EPL,2016,h,1.00252,2.06307,7,4,10.375,15.652173913043478
EPL,2014,h,1.5619,0.41646,9,7,4.142857142857143,10.192307692307692
Ligue_1,2016,a,1.2213,1.84645,4,7,16.2,7.294117647058823
EPL,2014,h,1.56203,1.13994,4,6,9.541666666666666,7.434782608695652
Bundesliga,2015,a,1.16123,2.2106,3,16,8.185185185185185,2.7142857142857144
EPL,2018,a,0.479655,2.29622,6,6,8.066666666666666,11.8
Ligue_1,2017,h,2.84118,1.02467,5,4,4.714285714285714,5.25
Serie_A,2014,h,0.569603,0.725339,2,7,7.826086956521739,9.413793103448276
La_liga,2016,h,0.834224,0.829951,4,4,5.172413793103448,3.933333333333333
Ligue_1,2015,h,0.818975,2.29063,7,8,6.465116279069767,10.0
EPL,2015,h,0.646346,0.999043,5,8,12.08,6.206896551724138
Serie_A,2014,a,1.40147,4.53848,7,15,13.0,3.794117647058824
La_liga,2017,h,1.70978,0.488401,5,3,9.523809523809524,6.576923076923077
Ligue_1,2014,h,0.915381,1.29075,3,4,11.76,6.111111111111111
Serie_A,2015,a,0.375662,1.54404,3,3,18.33333333333333,7.967741935483871
Serie_A,2014,h,1.00434,0.223826,2,4,7.53125,7.6923076923076925
La_liga,2018,a,1.09624,0.624479,5,1,8.411764705882353,10.0
Serie_A,2014,h,1.39322,0.920075,7,5,11.863636363636363,8.625
Bundesliga,2017,h,2.50515,0.856191,5,3,10.551724137931034,17.05263157894737
EPL,2015,h,0.879474,2.0562,8,4,16.692307692307693,10.047619047619047
La_liga,2016,h,0.710134,2.58541,3,11,7.225806451612903,7.875
Bundesliga,2015,h,1.55155,3.64229,9,12,5.341463414634147,8.771428571428572
EPL,2018,a,0.688176,1.80404,2,2,17.68421052631579,6.961538461538462
EPL,2019,a,1.08726,1.43602,2,2,10.45,7.148148148148148
Ligue_1,2016,h,1.74085,1.46558,8,4,21.571428571428573,7.35
Serie_A,2016,h,2.53655,0.479825,5,1,10.416666666666666,9.666666666666666
EPL,2019,a,1.00238,1.29023,5,8,8.0,17.11111111111111
La_liga,2016,a,0.648004,1.0404,1,6,9.916666666666666,6.878787878787879
Serie_A,2015,h,1.78618,0.719194,6,2,7.382352941176471,5.548387096774194
La_liga,2018,h,0.812936,3.16793,10,10,11.030303030303031,9.48
Ligue_1,2015,h,1.41771,0.397994,5,4,9.2,11.375
Serie_A,2016,h,1.58238,1.19908,10,2,12.80952380952381,6.757575757575758
Bundesliga,2015,a,0.328805,0.100337,6,2,7.444444444444445,8.560975609756097
EPL,2018,a,1.0684,0.47391,4,8,13.647058823529411,10.2
La_liga,2014,a,0.375388,2.64447,6,3,8.166666666666666,4.423076923076923
Serie_A,2015,a,0.345925,0.812854,2,3,14.31578947368421,5.911764705882353
Ligue_1,2018,h,3.65268,0.326745,12,6,5.5,22.73684210526316
Serie_A,2018,a,0.31552,1.50717,1,5,10.79310344827586,13.444444444444445
Ligue_1,2015,h,0.941285,0.398183,4,1,11.48,4.8125
La_liga,2017,h,1.54213,0.370195,6,14,15.904761904761903,5.5588235294117645
Serie_A,2014,h,0.902278,1.08384,7,2,8.833333333333334,7.384615384615385
