league,year,h_a,xG,xGA,deep,deep_allowed,ppda_coef,oppda_coef
Serie_A,2019,a,1.20462,1.65802,4,8,13.473684210526317,10.565217391304348
EPL,2016,a,1.72717,0.197925,9,3,8.34375,13.0
EPL,2019,h,0.674903,0.899526,5,3,13.153846153846152,9.36842105263158
EPL,2019,a,0.716613,2.58392,3,6,8.5,17.714285714285715
Ligue_1,2014,h,0.83513,0.554624,7,2,8.128205128205128,7.24
EPL,2015,h,3.40207,0.222731,21,2,7.1875,24.454545454545453
Ligue_1,2015,a,0.638421,0.414402,2,4,9.0,13.61904761904762
Serie_A,2019,a,1.80442,2.41153,3,7,9.2,6.038461538461538
La_liga,2018,a,1.04889,1.07769,4,5,5.566666666666666,11.375
Serie_A,2017,h,2.40325,0.49514,8,4,6.948717948717949,11.416666666666666
La_liga,2015,h,2.95341,0.617573,12,6,15.933333333333334,11.964285714285714
La_liga,2017,a,1.81521,3.06079,8,10,12.421052631578949,5.5
Bundesliga,2018,h,1.59427,0.501519,6,6,11.0,8.0
Bundesliga,2019,h,1.39508,1.9184,3,14,8.5,7.74074074074074
La_liga,2018,h,3.30598,1.24845,3,1,6.125,16.5
Ligue_1,2016,h,1.11893,1.91131,5,6,10.6875,34.714285714285715
Serie_A,2016,h,1.3581,0.468268,8,3,10.090909090909092,20.27777777777778
Bundesliga,2015,a,0.572215,0.705961,4,7,7.115384615384615,7.204545454545454
La_liga,2019,h,1.38838,0.11827,3,0,6.666666666666667,14.75
Bundesliga,2019,a,1.1762,0.960512,11,5,5.777777777777778,15.5
EPL,2015,a,0.900312,1.86249,3,10,7.066666666666666,8.652173913043478
La_liga,2018,h,2.4656,1.21431,7,2,10.333333333333334,6.790697674418604
Bundesliga,2018,a,0.514838,1.17388,3,12,18.727272727272727,14.23076923076923
Serie_A,2018,h,1.22535,1.98078,3,8,15.8125,3.7777777777777777
Serie_A,2014,h,1.20463,1.77324,3,5,7.066666666666666,14.058823529411764
Ligue_1,2017,h,2.02602,0.382019,2,3,5.588235294117647,5.0625
EPL,2018,h,0.446122,2.07834,3,10,12.6,3.44
Ligue_1,2019,h,1.51447,1.15385,1,6,18.05263157894737,13.22222222222222
Ligue_1,2014,a,1.22264,1.80655,6,8,3.5,6.714285714285714
Serie_A,2016,a,1.3028,1.04128,4,3,9.25,11.095238095238097
La_liga,2014,h,1.32107,1.14151,4,5,12.071428571428571,6.3
Ligue_1,2018,a,1.54367,0.645329,14,9,6.67741935483871,12.575757575757576
Bundesliga,2018,a,1.30993,1.91108,4,7,5.133333333333334,5.288888888888889
Ligue_1,2016,h,0.853017,1.31386,4,6,9.736842105263158,10.0625
EPL,2016,h,1.4645,0.854908,12,6,9.96551724137931,5.875
Serie_A,2015,h,2.02081,1.10944,5,4,3.933333333333333,12.866666666666667
EPL,2019,h,0.543759,0.812949,7,3,6.434782608695652,18.666666666666668
La_liga,2015,h,2.53234,1.88493,8,12,7.5,8.407407407407407
EPL,2018,a,0.845197,2.38115,2,6,7.466666666666667,15.545454545454543
Serie_A,2019,a,0.517282,1.11956,8,4,10.23076923076923,5.837837837837838
Bundesliga,2015,h,0.638542,0.704125,4,0,7.0,12.65625
Ligue_1,2018,a,3.36381,0.590414,6,6,9.882352941176473,8.6
Bundesliga,2014,h,1.37453,1.39639,4,6,6.461538461538462,7.925
Serie_A,2018,h,0.760063,0.856189,2,6,8.033333333333333,3.928571428571429
La_liga,2019,h,0.734487,2.25172,6,3,5.818181818181818,12.23076923076923
Serie_A,2018,a,1.60245,1.61873,5,3,9.814814814814817,9.84
La_liga,2019,a,1.14058,1.69772,1,8,13.384615384615383,11.92
La_liga,2017,a,0.80265,0.424264,7,7,9.548387096774194,4.142857142857143
Serie_A,2014,h,0.775745,1.296,8,5,7.6571428571428575,16.533333333333335
Ligue_1,2018,h,2.13067,0.639973,2,4,10.733333333333333,9.666666666666666
Ligue_1,2014,h,1.01756,0.750184,2,3,11.23076923076923,10.2
Ligue_1,2015,h,0.460955,0.79874,6,1,8.73076923076923,5.88
EPL,2019,a,0.981167,0.44291,5,5,6.413793103448276,17.8
Bundesliga,2019,h,1.10385,1.78643,11,5,6.7368421052631575,21.875
Ligue_1,2018,h,1.34197,1.9168,6,9,11.12,5.53125
Bundesliga,2014,h,1.3478,0.433841,3,4,4.212121212121212,6.28125
Bundesliga,2018,a,2.29783,2.77116,3,10,15.842105263157896,9.74074074074074
La_liga,2016,a,0.586888,1.0855,4,3,4.945945945945946,9.88
Ligue_1,2019,h,0.333103,1.34033,3,2,10.0,12.7
EPL,2019,h,1.5104,0.923443,4,6,9.529411764705882,11.517241379310343
Ligue_1,2017,h,0.277198,3.27703,2,1,17.428571428571427,9.521739130434783
Ligue_1,2017,a,0.4317,1.12369,2,6,25.83333333333333,10.7
EPL,2018,a,0.798715,1.15823,4,6,11.333333333333334,11.3
Serie_A,2016,a,0.384211,0.765782,3,4,8.882352941176471,6.95
Serie_A,2014,a,1.25955,1.78719,6,8,3.619047619047619,12.26923076923077
La_liga,2019,a,0.415201,2.95373,0,12,16.17391304347826,10.22222222222222
La_liga,2017,h,2.26948,0.500493,8,4,16.533333333333335,8.714285714285714
Serie_A,2019,h,0.925599,0.657203,7,3,4.774193548387097,8.725
EPL,2016,h,1.6124,1.22747,5,12,16.38095238095238,13.6
Serie_A,2019,h,1.23568,0.958382,6,4,5.923076923076923,8.692307692307692
Ligue_1,2014,a,1.67264,1.31503,0,4,9.85,4.5625
Serie_A,2019,h,1.43922,1.75181,3,8,8.761904761904763,6.225806451612903
Serie_A,2014,h,0.234186,0.666448,4,9,8.35135135135135,9.148148148148149
La_liga,2018,h,1.29044,0.747402,2,1,3.787878787878788,4.25
Bundesliga,2019,a,1.44523,2.46304,1,7,22.58333333333333,8.826086956521738
EPL,2018,a,1.94658,0.656255,3,2,14.227272727272728,10.5
EPL,2018,a,0.635111,2.64005,2,5,17.294117647058822,17.75
Serie_A,2016,h,0.821852,2.47165,4,5,8.636363636363637,11.904761904761903
La_liga,2018,h,1.55308,0.947496,7,4,8.4,11.037037037037036
EPL,2019,a,0.69784,2.6985,3,14,17.6,7.333333333333333
La_liga,2015,a,1.05395,1.14186,3,12,8.217391304347826,5.777777777777778
EPL,2018,a,1.14212,0.219359,5,5,4.888888888888889,8.34375
Ligue_1,2017,h,0.806682,1.28401,4,8,31.0,4.12
La_liga,2016,h,2.32672,1.68807,5,5,9.88888888888889,8.952380952380953
Ligue_1,2014,h,1.28484,1.60029,5,2,5.032258064516129,4.45945945945946
EPL,2014,h,0.405679,0.328577,4,5,4.666666666666667,8.045454545454545
Bundesliga,2017,a,1.30096,1.98675,2,2,8.516129032258064,19.70833333333333
La_liga,2016,a,1.33363,1.31518,14,6,7.483870967741935,17.058823529411764
Serie_A,2016,a,2.17357,0.522385,6,6,4.12,10.307692307692308
Bundesliga,2017,a,2.1997,0.73674,2,9,25.571428571428573,12.25
EPL,2018,h,1.03424,0.75325,4,7,8.130434782608695,11.818181818181818
Serie_A,2018,h,0.362542,2.27962,6,7,17.652173913043477,5.75
Ligue_1,2014,h,0.805668,0.589202,5,4,8.64,12.083333333333334
Ligue_1,2014,a,1.64324,0.388163,5,4,10.25,12.041666666666666
Ligue_1,2014,h,1.86018,0.152992,7,3,5.782608695652174,11.055555555555555
La_liga,2018,a,1.32176,0.504205,4,3,6.869565217391305,8.555555555555555
Ligue_1,2016,a,0.102987,2.03863,1,10,25.8,9.73913043478261
Ligue_1,2016,a,2.55248,0.864423,8,1,7.5,24.384615384615383
La_liga,2015,h,1.10502,1.48606,4,9,10.1,6.827586206896552
Bundesliga,2019,h,0.597206,1.08959,2,8,13.038461538461538,9.571428571428571
Ligue_1,2015,h,3.8289,0.49041,2,3,12.035714285714286,7.538461538461538
Ligue_1,2014,h,1.52799,0.819458,2,2,6.15,7.172413793103448
Serie_A,2016,h,0.744515,2.60419,4,9,16.04,7.481481481481482
La_liga,2015,h,1.53245,1.49466,4,5,5.709677419354839,7.935483870967742
La_liga,2018,h,1.80518,3.53962,19,6,12.875,22.357142857142858
Serie_A,2019,a,0.389787,0.869633,4,5,11.26086956521739,3.3
EPL,2014,h,3.19619,0.478172,23,2,3.4857142857142858,15.944444444444445
EPL,2015,a,2.47265,2.39454,14,13,16.4,8.074074074074074
Ligue_1,2017,a,0.116095,3.9304,1,6,12.347826086956522,5.307692307692308
Serie_A,2014,h,0.96641,3.01431,7,9,7.409090909090909,11.807692307692308
EPL,2019,a,0.712899,0.585805,2,7,11.12,12.375
Bundesliga,2015,a,1.99133,0.26179,4,2,7.928571428571429,11.64516129032258
EPL,2016,a,1.14759,0.422364,8,5,12.473684210526317,7.172413793103448
Bundesliga,2017,a,0.460208,0.981146,4,8,5.916666666666667,7.0
Ligue_1,2016,a,1.69999,2.00237,3,8,23.764705882352946,6.833333333333333
Serie_A,2014,h,1.09973,1.31374,5,5,13.38888888888889,8.869565217391305
Bundesliga,2017,h,1.50233,0.407088,9,6,8.54054054054054,11.73076923076923
EPL,2019,a,0.969204,0.650296,5,1,6.818181818181818,28.454545454545453
Bundesliga,2015,h,1.52116,1.26113,7,2,6.241379310344827,15.863636363636363
Serie_A,2017,h,1.01292,0.892032,10,3,6.621621621621622,25.9
Ligue_1,2017,h,0.152123,2.29378,1,3,9.914285714285716,5.545454545454546
EPL,2017,h,3.00238,1.14408,11,2,9.85,14.4
EPL,2014,h,0.520262,0.750244,2,7,17.58823529411765,7.823529411764706
Serie_A,2018,a,1.17447,2.16129,4,25,19.571428571428573,9.058823529411764
Bundesliga,2014,a,1.48044,2.13683,5,14,22.23529411764705,8.863636363636363
EPL,2018,a,2.42404,1.1187,13,0,3.65,29.416666666666668
Serie_A,2014,a,1.74981,0.900312,5,8,9.789473684210526,9.16
Serie_A,2017,h,1.08334,2.32753,5,11,10.956521739130435,10.076923076923077
La_liga,2014,a,0.428638,0.790085,0,2,6.892857142857143,8.521739130434783
EPL,2018,a,1.26735,0.345306,11,5,16.36842105263158,10.923076923076923
Serie_A,2016,h,0.195009,0.435427,4,1,11.35,8.772727272727273
Bundesliga,2016,a,3.31162,2.21758,5,4,6.833333333333333,6.473684210526316
Serie_A,2015,a,0.845303,1.51762,9,3,5.921052631578948,9.178571428571429
Bundesliga,2019,a,0.236283,2.01829,0,6,14.68421052631579,11.714285714285714
EPL,2014,h,0.984196,0.399522,2,3,14.0,6.791666666666667
Bundesliga,2019,a,1.20713,0.571444,0,4,9.416666666666666,10.34375
Ligue_1,2019,h,0.373068,1.25713,1,15,21.47058823529412,7.888888888888889
Serie_A,2016,a,1.12404,1.39112,13,8,9.258064516129032,6.806451612903226
La_liga,2018,a,0.735092,1.20272,7,6,8.761904761904763,10.291666666666666
Serie_A,2018,h,1.35633,0.581189,8,5,10.956521739130435,18.352941176470587
Bundesliga,2016,a,0.863378,1.82471,9,22,21.6,9.521739130434783
EPL,2016,h,1.64985,0.541299,2,6,8.333333333333334,6.642857142857143
Ligue_1,2014,h,0.744491,0.910793,9,7,6.5,7.275862068965517
Bundesliga,2016,a,0.929514,1.55352,14,7,5.15625,18.25
Ligue_1,2015,h,1.02724,2.22313,7,5,6.444444444444445,10.125
Bundesliga,2016,h,0.860348,0.638081,5,8,8.18421052631579,12.136363636363637
La_liga,2015,h,1.07386,0.597729,2,3,7.153846153846154,5.115384615384615
Bundesliga,2014,a,2.5513,1.44281,8,5,7.761904761904762,7.756756756756757
Ligue_1,2015,h,1.26807,0.736535,7,7,6.333333333333333,14.75
La_liga,2019,h,1.75594,0.35097,3,1,4.2727272727272725,8.022222222222222
Bundesliga,2017,h,1.0958,1.44251,4,7,7.714285714285714,12.0
Bundesliga,2014,a,0.649704,0.430875,6,11,4.617647058823529,5.136363636363637
La_liga,2018,h,1.1563,0.500396,8,5,16.5,17.227272727272727
Bundesliga,2014,a,0.661015,0.593454,7,5,5.25,10.478260869565217
EPL,2014,h,0.557648,1.22632,7,3,12.863636363636363,4.822222222222222
Bundesliga,2015,a,0.927753,4.08165,5,14,8.35135135135135,5.783783783783784
EPL,2018,a,0.857436,0.560521,12,8,10.64,5.625
EPL,2019,a,0.820474,1.23596,6,14,18.63157894736842,16.333333333333332
EPL,2016,h,2.63141,0.528692,10,3,10.0,12.3
Serie_A,2018,h,1.7818,0.781258,7,3,15.782608695652174,13.529411764705882
EPL,2014,a,0.775853,2.44073,5,15,10.25,7.444444444444445
La_liga,2018,h,1.44342,1.64731,14,6,7.655172413793103,13.529411764705882
EPL,2016,a,0.421251,1.41537,0,3,22.571428571428573,4.566666666666666
La_liga,2014,a,2.09849,0.829026,4,2,9.578947368421051,13.15
La_liga,2014,a,0.979286,1.56688,4,11,5.264705882352941,10.275862068965518
La_liga,2014,h,2.25388,0.998686,9,8,11.615384615384617,10.45
Serie_A,2014,a,1.86145,0.44846,5,6,14.578947368421051,6.2727272727272725
La_liga,2017,a,1.89906,0.904978,7,1,10.428571428571429,6.942857142857143
Ligue_1,2016,h,0.839616,2.03308,3,9,7.37037037037037,13.85
EPL,2018,a,1.42817,2.65125,10,15,11.5,9.258064516129032
EPL,2014,h,0.900259,2.18418,6,5,9.6,7.222222222222222
La_liga,2014,h,0.962339,0.887369,7,5,12.733333333333333,7.615384615384615
Serie_A,2018,h,1.42071,0.591374,3,1,14.9,5.766666666666667
EPL,2017,a,0.54364,1.50533,5,5,11.16,16.58823529411765
EPL,2017,a,0.992018,2.5505,1,21,16.523809523809526,3.8947368421052633
Serie_A,2017,h,3.7189,0.256318,13,3,5.241379310344827,23.9
Ligue_1,2016,a,0.169215,2.97467,0,5,22.8,7.214285714285714
Bundesliga,2018,h,2.18746,0.154216,8,3,13.25,32.22222222222222
Serie_A,2015,a,0.744968,0.988176,6,3,6.1,9.970588235294118
Bundesliga,2016,h,3.02164,1.29836,9,4,20.20833333333333,6.605263157894737
Bundesliga,2016,a,1.11067,1.88815,7,3,6.65,8.72
La_liga,2018,a,2.60868,2.41782,8,5,25.55555555555556,12.727272727272728
EPL,2019,h,1.92509,1.95514,12,6,6.787878787878788,12.176470588235292
Serie_A,2017,a,0.158147,2.13498,1,3,20.933333333333334,6.617647058823529
Bundesliga,2014,h,1.38276,0.883469,10,4,5.038461538461538,10.6
Serie_A,2015,h,2.19722,1.5845,9,6,10.615384615384617,19.545454545454547
Serie_A,2017,h,1.5438,1.55144,11,6,17.58823529411765,13.333333333333334
EPL,2015,a,0.715703,0.952974,2,9,7.709677419354839,9.478260869565217
La_liga,2017,h,1.66025,0.63922,4,5,9.212121212121213,9.88888888888889
La_liga,2016,a,0.426863,1.12829,2,4,13.96551724137931,8.2
Ligue_1,2018,h,2.20428,1.66277,2,4,6.681818181818182,10.035714285714286
Serie_A,2014,a,0.727682,1.4837,1,8,9.51851851851852,11.074074074074074
La_liga,2017,h,0.910193,0.615671,4,3,8.64,3.5789473684210527
Serie_A,2017,a,0.211585,5.46073,1,13,81.28571428571429,7.903225806451613
Serie_A,2015,h,1.21204,0.688923,13,0,5.225806451612903,16.391304347826086
Ligue_1,2017,a,0.593773,0.943684,4,6,9.433333333333334,14.392857142857142
Serie_A,2017,a,2.57237,0.911544,7,6,6.045454545454546,9.03225806451613
La_liga,2019,a,0.159152,1.44414,4,5,5.782608695652174,12.526315789473683
EPL,2016,a,1.68802,0.0942055,11,0,4.439024390243903,19.11764705882353
Ligue_1,2017,h,1.40691,0.879149,6,6,11.44,4.625
EPL,2015,a,1.87239,1.13181,7,5,10.0,7.241379310344827
EPL,2015,h,1.33166,0.535961,11,0,8.166666666666666,12.454545454545457
Bundesliga,2016,h,2.7318,1.26539,7,2,6.727272727272728,21.38888888888889
Serie_A,2015,a,1.06984,0.507409,2,4,11.384615384615383,10.735294117647058
Bundesliga,2018,h,3.87623,1.93907,4,2,6.588235294117647,14.75
La_liga,2014,a,0.377908,1.34535,3,4,6.733333333333333,10.869565217391305
Ligue_1,2016,a,1.75544,1.21319,11,3,19.666666666666668,8.708333333333334
Ligue_1,2015,a,0.367291,0.408642,1,7,4.5,4.96969696969697
Ligue_1,2016,a,0.7395,1.58483,0,4,6.807692307692308,5.645161290322581
Serie_A,2019,a,0.238942,1.30807,0,4,10.466666666666669,12.055555555555555
EPL,2015,a,0.866305,1.41404,3,9,10.91304347826087,5.954545454545454
Bundesliga,2019,a,1.72557,0.583174,8,9,9.785714285714286,13.952380952380953
EPL,2016,h,1.04903,1.72089,5,2,10.952380952380953,10.3125
La_liga,2018,a,1.62609,1.86572,8,8,5.64,7.071428571428571
Bundesliga,2017,a,0.429073,2.25411,2,10,17.304347826086957,7.615384615384615
Serie_A,2018,h,1.01961,0.230282,2,0,3.82,16.8
EPL,2017,a,1.49065,3.19622,7,11,14.478260869565217,14.714285714285714
Bundesliga,2015,h,3.31265,1.09359,8,5,4.461538461538462,9.291666666666666
EPL,2017,h,1.15144,2.17535,9,9,10.521739130434783,10.576923076923077
La_liga,2014,a,1.39683,1.57541,0,1,6.782608695652174,10.272727272727272
Ligue_1,2016,a,0.520709,1.55289,7,6,11.65,24.444444444444443
Ligue_1,2017,h,0.9565,1.6317,4,3,5.733333333333333,5.0
Ligue_1,2014,h,1.17457,0.764203,2,3,18.33333333333333,13.047619047619047
Bundesliga,2018,h,2.89288,0.461208,13,5,20.214285714285715,11.0
Bundesliga,2018,a,2.10073,1.93805,6,7,11.63157894736842,11.689655172413794
Bundesliga,2016,a,0.863248,0.674028,0,11,13.392857142857142,4.88
La_liga,2017,h,0.787948,1.10507,9,8,13.166666666666666,8.782608695652174
Serie_A,2018,h,1.71663,2.20984,6,8,17.055555555555557,10.578947368421051
EPL,2014,h,1.71947,0.289204,12,3,12.838709677419354,7.916666666666667
Ligue_1,2014,a,1.42546,1.73819,8,7,9.0,12.423076923076923
Serie_A,2014,h,1.39349,0.324071,6,1,7.142857142857143,17.035714285714285
Ligue_1,2017,a,2.92354,1.05844,6,8,5.157894736842105,10.387096774193548
Serie_A,2017,h,3.15808,0.353122,19,5,7.521739130434782,23.285714285714285
Bundesliga,2016,a,1.44238,1.62811,7,2,4.62962962962963,22.789473684210527
La_liga,2018,h,1.66772,1.20514,5,2,7.0,9.416666666666666
EPL,2014,a,0.760531,1.41484,4,19,19.05263157894737,3.75
EPL,2014,h,1.68446,0.125464,14,0,7.0,16.125
EPL,2016,a,2.01134,0.450583,11,6,15.863636363636363,13.08
EPL,2017,a,0.444099,0.964657,4,5,10.117647058823527,9.484848484848484
Ligue_1,2015,h,0.839334,0.984151,5,7,9.346153846153848,6.416666666666667
Bundesliga,2015,a,3.53521,0.479435,14,3,11.863636363636363,6.672727272727273
La_liga,2016,a,1.2272,1.47536,4,8,10.848484848484848,6.84375
Bundesliga,2015,h,4.71083,0.284883,18,4,6.55,21.95238095238096
EPL,2019,a,1.27826,0.51376,5,4,17.181818181818183,14.947368421052632
Ligue_1,2016,h,1.49788,1.109,7,3,6.970588235294118,12.75
La_liga,2015,a,1.5507,1.60293,5,10,31.2,7.15625
Serie_A,2019,a,1.58437,1.62366,9,11,10.944444444444445,12.785714285714286
La_liga,2015,h,1.68464,1.36658,12,6,5.9375,12.576923076923077
La_liga,2019,h,2.27376,0.643736,13,1,3.911764705882353,7.25
Bundesliga,2019,h,1.0745,1.76051,6,5,8.15,16.185185185185187
Bundesliga,2016,a,0.256465,1.32308,7,8,11.413793103448276,7.88
EPL,2015,h,1.17598,0.4319,4,9,15.894736842105264,8.724137931034482
La_liga,2016,a,0.556202,0.809443,8,10,9.214285714285714,9.22222222222222
Serie_A,2019,h,3.22026,1.00697,6,2,11.75,15.785714285714286
Serie_A,2014,h,0.637598,1.57434,2,6,8.3125,8.91304347826087
La_liga,2018,a,1.04715,0.538744,3,6,13.15,5.833333333333333
Serie_A,2015,a,0.237957,1.64485,3,1,6.735294117647059,20.05555555555556
Serie_A,2016,a,0.208541,2.47879,5,7,7.5,10.612903225806452
Ligue_1,2016,h,1.63564,0.397185,5,3,4.694444444444445,16.842105263157894
EPL,2019,h,2.78877,0.608971,9,3,11.1875,25.23529411764705
Bundesliga,2018,h,2.21326,0.963816,12,7,7.3478260869565215,19.73684210526316
Ligue_1,2016,a,1.24441,0.299166,2,2,6.3125,13.22222222222222
Ligue_1,2015,a,0.344478,0.183823,3,4,6.424242424242424,6.8
Bundesliga,2015,h,4.16408,0.724132,4,6,7.380952380952381,18.9
La_liga,2016,a,0.431857,2.78367,2,9,8.75,10.136363636363637
Ligue_1,2018,h,0.710707,1.77175,4,5,7.714285714285714,14.578947368421051
Ligue_1,2018,h,0.309982,1.56667,5,2,4.588235294117647,6.6
Ligue_1,2018,h,0.390542,0.349744,2,4,10.789473684210526,31.1
Ligue_1,2017,h,1.53459,0.61071,9,3,6.545454545454546,5.0256410256410255
Ligue_1,2017,a,0.308467,0.854701,5,3,6.4,10.636363636363637
EPL,2015,a,1.01465,1.32136,3,10,10.0,4.45945945945946
EPL,2017,a,0.504128,2.02288,0,7,16.666666666666668,4.884615384615385
EPL,2014,h,2.28745,0.386314,9,1,5.380952380952381,10.26086956521739
EPL,2019,h,1.23596,0.820474,14,6,16.333333333333332,18.63157894736842
EPL,2017,a,4.23567,1.20646,7,12,13.904761904761903,6.92
Ligue_1,2016,a,1.59088,1.14162,3,4,9.041666666666666,9.166666666666666
EPL,2016,h,1.5499,1.1511,14,6,9.9,9.035714285714286
EPL,2018,a,1.85763,1.21163,7,2,8.833333333333334,13.516129032258064
Serie_A,2016,h,1.95329,1.93049,3,3,9.727272727272728,5.862068965517241
Ligue_1,2017,a,1.02467,2.84118,4,5,5.25,4.714285714285714
Ligue_1,2018,a,0.730524,0.507096,1,7,13.736842105263158,3.891891891891892
Bundesliga,2016,a,1.12414,0.273387,2,2,4.3,7.5
Ligue_1,2016,a,0.828531,1.1828,5,5,13.25,7.1875
Serie_A,2016,a,0.641181,2.08504,2,14,20.071428571428573,5.871794871794871
Ligue_1,2018,a,3.19562,0.34909,9,3,7.689655172413793,16.82608695652174
Ligue_1,2019,a,1.55904,1.55091,4,4,13.125,6.428571428571429
Bundesliga,2015,h,1.9531,0.191835,9,2,3.2777777777777777,12.136363636363637
Ligue_1,2014,a,2.73148,0.496129,8,1,4.416666666666667,8.0
Serie_A,2018,a,0.742372,1.87321,3,7,32.1,6.225806451612903
La_liga,2019,a,0.638079,2.13521,3,2,9.863636363636363,5.516129032258065
Ligue_1,2015,h,2.46066,0.843225,7,4,10.448275862068966,14.48
Serie_A,2016,a,0.843526,2.39435,7,10,12.304347826086955,6.76
Bundesliga,2017,h,1.62503,0.837903,10,4,14.181818181818182,15.727272727272728
Serie_A,2015,h,1.70068,0.696372,6,3,6.866666666666666,8.818181818181818
Bundesliga,2019,h,2.0219,1.1795,6,2,11.181818181818182,12.608695652173912
Ligue_1,2018,a,0.397508,1.04483,3,8,12.692307692307692,15.318181818181818
Serie_A,2016,h,0.97198,1.55269,6,6,10.79310344827586,11.153846153846152
Serie_A,2018,a,2.66258,1.39715,7,7,5.523809523809524,9.26086956521739
La_liga,2018,a,1.64539,1.0211,13,4,7.28,6.2631578947368425
Bundesliga,2016,a,1.01065,3.96885,3,15,11.22222222222222,7.5
La_liga,2014,a,1.4308,2.18715,3,6,6.212121212121212,10.055555555555555
Bundesliga,2019,a,0.351719,0.894503,2,2,6.285714285714286,11.0
Ligue_1,2017,a,1.15613,1.8532,4,9,17.58823529411765,11.5
La_liga,2019,h,0.555369,0.389713,4,9,10.333333333333334,8.777777777777779
Serie_A,2017,h,1.27155,1.39829,9,5,9.958333333333334,16.653846153846153
Ligue_1,2014,h,1.17439,0.406495,5,1,15.818181818181818,22.357142857142858
Bundesliga,2019,a,0.859284,0.973105,14,1,6.0588235294117645,8.655172413793103
EPL,2015,h,0.546499,2.3747,5,5,10.733333333333333,8.08
La_liga,2016,a,2.47884,1.05974,5,4,7.0,8.178571428571429
Bundesliga,2015,a,0.177765,1.96768,0,11,8.833333333333334,5.433333333333334
Serie_A,2014,a,0.319965,1.99387,3,5,9.22222222222222,4.575
La_liga,2019,h,1.98715,0.11469,4,5,7.46875,8.257142857142858
Serie_A,2014,a,1.70895,0.738142,11,7,8.8,16.727272727272727
La_liga,2017,h,0.717136,0.694387,3,2,8.13888888888889,9.363636363636363
La_liga,2014,a,0.866413,1.40202,2,6,15.31578947368421,3.5
La_liga,2017,a,0.792933,1.8449,1,6,5.65,8.363636363636363
EPL,2017,a,1.42781,2.68136,14,9,5.894736842105263,15.583333333333334
Serie_A,2014,a,2.01475,0.962968,8,3,7.741935483870968,7.125
EPL,2017,a,0.663817,1.2922,8,1,8.434782608695652,11.136363636363637
Serie_A,2014,a,0.33825,0.886946,3,5,11.096774193548388,4.90625
Ligue_1,2016,a,1.34808,3.32905,4,8,22.933333333333334,9.466666666666669
Bundesliga,2019,a,2.45811,1.6617,3,9,16.9,7.814814814814815
Serie_A,2018,a,0.740408,1.5191,4,5,30.933333333333334,10.5
Bundesliga,2014,a,1.14959,1.41446,3,11,8.043478260869565,7.071428571428571
EPL,2017,h,1.39955,0.599608,7,6,15.055555555555555,5.392857142857143
Serie_A,2019,a,0.602606,1.19231,4,4,19.5,7.458333333333333
La_liga,2015,a,0.61804,2.69373,5,9,11.894736842105264,7.823529411764706
Bundesliga,2017,a,0.610149,0.526663,1,6,14.91304347826087,4.914285714285715
EPL,2017,a,0.109716,2.59121,3,19,28.615384615384617,6.115384615384615
EPL,2017,a,1.41085,0.807456,10,19,8.96,5.478260869565218
EPL,2019,h,0.8291,1.79569,6,3,7.6,15.2
Bundesliga,2016,a,0.981383,2.56997,3,7,7.790697674418604,5.44
La_liga,2015,h,1.28726,0.688245,7,3,8.409090909090908,9.517241379310343
Bundesliga,2016,h,1.32308,0.256465,8,7,7.88,11.413793103448276
Ligue_1,2017,a,0.723605,0.445538,4,1,11.28125,6.885714285714286
La_liga,2018,h,0.407826,1.21893,3,3,10.72222222222222,7.03125
Ligue_1,2017,h,0.366466,0.617321,1,1,4.862068965517241,14.75
La_liga,2015,a,0.430886,2.01571,1,5,8.7,6.84
Bundesliga,2017,h,1.07393,1.57779,7,7,28.76923076923077,19.7
Serie_A,2019,a,0.237624,0.947705,1,0,10.714285714285714,4.8
Ligue_1,2015,a,0.842693,1.33963,3,11,9.782608695652174,9.117647058823527
Serie_A,2014,h,0.901371,0.654003,7,5,18.357142857142858,6.0
EPL,2019,h,2.10497,1.57609,7,8,21.0,6.473684210526316
Bundesliga,2015,a,1.2452,1.02556,7,5,16.291666666666668,5.921052631578948
EPL,2016,a,2.57704,1.11096,23,5,9.956521739130435,11.428571428571429
Serie_A,2017,h,1.21323,2.13228,8,9,25.88235294117647,16.933333333333334
Serie_A,2016,a,0.178478,1.87331,3,3,7.538461538461538,7.130434782608695
La_liga,2019,a,1.84675,0.62086,8,5,13.346153846153848,5.655172413793103
Serie_A,2015,a,1.07664,2.52965,1,8,7.323529411764706,9.1
La_liga,2019,a,3.03712,1.55803,4,3,10.857142857142858,6.285714285714286
Serie_A,2019,h,2.02602,3.03573,9,1,7.702702702702703,16.0
Bundesliga,2017,h,1.12984,0.884399,2,3,12.423076923076923,8.208333333333334
La_liga,2018,a,0.181501,2.6756,3,2,10.0,5.2105263157894735
Serie_A,2018,a,0.32005,2.20046,4,10,36.36363636363637,8.285714285714286
Bundesliga,2019,h,2.47615,1.20475,9,2,3.838709677419355,17.379310344827587
Bundesliga,2016,a,0.504027,3.68791,2,10,5.076923076923077,11.107142857142858
EPL,2018,h,1.56707,0.111527,14,6,6.176470588235294,6.923076923076923
Bundesliga,2017,a,0.90227,0.743969,9,5,9.344827586206897,12.55
Serie_A,2018,a,0.591453,4.11791,1,10,9.5,9.076923076923077
Bundesliga,2017,h,0.789397,0.213724,4,2,6.0,14.227272727272728
La_liga,2019,a,1.80682,1.6153,8,1,9.642857142857142,13.041666666666666
